Time Sent,Campaign Name,Total Sent,Open Rate,Industry Standard Open Rate,Total Unique Opens,Mobile Open Rate,Desktop Open Rate,Click Through Rate,Industry Standard Click Through Rate,Total Unique Clicks,Bounce Rate,Total Bounces,Unsubscribe Rate,Total Unsubscribes,Customer List,Discount
"Thu, Aug 3, 2017 11:40 AM",PromotionAugust2017,182,61.10%,39.41%,110,52.80%,47.20%,28.20%,9.78%,31,1.10%,2,0.00%,0,Target Demographic,
"Thu, Aug 3, 2017 12:54 PM",AwarenessAugust2017,168,63.30%,39.41%,105,52.20%,47.80%,24.80%,9.78%,26,1.20%,2,0.60%,1,Target Demographic,
"Fri, Apr 24, 2015 10:59 AM",Discount4April2015,4373,28.90%,39.41%,1041,25.00%,75.00%,4.60%,9.78%,48,17.70%,775,0.20%,7,Master,0.3
"Thu, Aug 7, 2014 9:34 AM",AwarenessAugust2014,341,36.20%,39.41%,117,0.00%,100.00%,0.00%,9.78%,0,5.30%,18,0.30%,1,Target Demographic,
"Tue, May 5, 2015 2:47 PM",DiscountMay2015,4367,26.90%,39.41%,964,36.40%,63.60%,4.60%,9.78%,44,18.10%,790,0.10%,1,Master,0.3
"Thu, Aug 7, 2014 9:40 AM",PromotionAugust2014,137,47.30%,39.41%,61,0.00%,0.00%,0.00%,9.78%,0,5.80%,8,0.00%,0,Customer Rewards Program Member,
"Wed, Mar 28, 2018 11:03 AM",Discount5March2018,3616,20.40%,39.41%,709,52.10%,47.90%,4.50%,9.78%,32,4.00%,146,0.10%,3,Master,0.3
"Thu, Dec 10, 2015 1:35 PM",PromotionDecember2015,3884,26.90%,39.41%,969,57.60%,42.40%,15.00%,9.78%,145,7.40%,286,0.20%,7,Master,
"Thu, Dec 28, 2017 6:13 PM",Awareness2December2017,3520,24.30%,39.41%,826,61.80%,38.20%,16.30%,9.78%,135,3.20%,114,0.10%,2,Master,
"Thu, Dec 28, 2017 9:53 PM",Promotion3December2017,11,54.50%,39.41%,6,54.20%,45.80%,33.30%,9.78%,2,0.00%,0,0.00%,0,Customer Rewards Program Member,
"Thu, Dec 29, 2016 2:02 PM",AwarenessDecember2016,3923,28.20%,39.41%,987,53.90%,46.10%,23.50%,9.78%,232,10.80%,424,0.10%,4,Master,
"Thu, Dec 7, 2017 6:03 AM",AwarenessDecember2017,3916,25.80%,39.41%,986,55.30%,44.70%,0.70%,9.78%,7,2.20%,87,0.10%,4,Master,
"Thu, Dec 8, 2016 10:17 AM",PromotionDecember2016,3911,27.30%,39.41%,954,58.90%,41.10%,19.30%,9.78%,184,10.70%,417,0.10%,5,Master,
"Tue, Oct 6, 2015 8:41 AM",DiscountOctober2015,196,73.60%,39.41%,142,48.30%,51.70%,4.20%,9.78%,6,1.50%,3,0.00%,0,Customer Rewards Program Member,0.3
"Fri, Jul 22, 2016 10:03 AM",Discount2July2016,3947,21.70%,39.41%,777,57.20%,42.80%,4.10%,9.78%,32,9.40%,372,0.10%,5,Master,0.3
"Thu, Feb 25, 2016 4:23 PM",Awareness1September2016,231,76.00%,39.41%,174,56.10%,43.90%,38.50%,9.78%,67,0.90%,2,0.00%,0,Customer Rewards Program Member,
"Thu, Feb 4, 2016 10:02 AM",AwarenessApril2016,3887,24.80%,39.41%,887,54.00%,46.00%,0.00%,9.78%,0,8.20%,317,0.10%,4,Master,
"Thu, Feb 8, 2018 10:01 PM",PromotionFebruary2018,255,54.60%,39.41%,136,48.30%,51.70%,25.00%,9.78%,34,2.40%,6,0.00%,0,Customer Rewards Program Member,
"Mon, Jan 25, 2016 1:36 PM",Discount2January2016,3875,22.70%,39.41%,811,51.30%,48.70%,4.10%,9.78%,33,7.80%,301,0.10%,3,Master,0.3
"Thu, Jan 18, 2018 9:50 AM",Promotion4January2018,3493,19.60%,39.41%,663,50.10%,49.90%,4.80%,9.78%,32,3.00%,106,0.00%,0,Master,
"Thu, Jan 21, 2016 5:57 PM",Promotion1January2016,179,82.10%,39.41%,147,62.60%,37.40%,4.10%,9.78%,6,0.00%,0,0.00%,0,Target Demographic,
"Thu, Jan 22, 2015 6:25 PM",Promotion2January2015,214,78.50%,39.41%,164,14.30%,85.70%,5.50%,9.78%,9,2.30%,5,0.00%,0,Customer Rewards Program Member,
"Mon, May 9, 2016 6:03 PM",Discount2May2016,3917,23.30%,39.41%,837,54.60%,45.40%,4.10%,9.78%,34,8.30%,327,0.10%,2,Master,0.3
"Tue, Nov 10, 2015 11:29 AM",Discount1November2015,3907,26.20%,39.41%,951,50.10%,49.90%,4.00%,9.78%,38,7.10%,276,0.10%,4,Master,0.3
"Thu, Jul 10, 2014 2:13 PM",AwarenessJuly2014,39,50.00%,39.41%,18,0.00%,0.00%,0.00%,9.78%,0,7.70%,3,2.60%,1,Customer Rewards Program Member,
"Sun, Oct 8, 2017 3:13 PM",Discount2October2017,4080,25.60%,39.41%,920,60.10%,39.90%,3.90%,9.78%,36,11.90%,485,0.10%,5,Master,0.3
"Thu, Jul 10, 2014 4:18 PM",Promotion1July2014,38,51.40%,39.41%,18,0.00%,0.00%,0.00%,9.78%,0,7.90%,3,2.60%,1,Customer Rewards Program Member,
"Thu, Jul 14, 2016 11:47 AM",AwarenessJuly2016,3943,20.70%,39.41%,743,55.90%,44.10%,3.50%,9.78%,26,9.20%,362,0.10%,5,Master,
"Thu, Jul 17, 2014 12:21 PM",Awareness1July2014,4384,26.70%,39.41%,958,16.70%,83.30%,4.70%,9.78%,45,18.20%,798,0.20%,8,Master,
"Tue, May 19, 2015 11:25 AM",Discount3May2015,68,75.00%,39.41%,51,20.00%,80.00%,3.90%,9.78%,2,0.00%,0,0.00%,0,Customer Rewards Program Member,0.3
"Thu, Jul 20, 2017 5:40 PM",Promotion2July2017,153,52.00%,39.41%,78,45.70%,54.30%,11.50%,9.78%,9,2.00%,3,0.00%,0,Customer Rewards Program Member,
"Mon, Jul 31, 2017 4:02 PM",Discount4July2017,4063,27.30%,39.41%,979,56.90%,43.10%,3.80%,9.78%,37,11.70%,477,0.10%,2,Master,0.3
"Tue, Nov 15, 2016 9:38 AM",Discount2November2016,3919,28.60%,39.41%,1001,59.10%,40.90%,3.80%,9.78%,38,10.60%,414,0.10%,4,Master,0.75
"Thu, Jul 27, 2017 2:47 PM",Awareness2July2017,3876,28.60%,39.41%,974,57.90%,42.10%,2.90%,9.78%,28,12.10%,470,0.00%,0,Master,
"Thu, Jul 28, 2016 1:51 PM",Awareness1July2016,302,59.00%,39.41%,177,57.50%,42.50%,23.20%,9.78%,41,0.70%,2,0.00%,0,Target Demographic,
"Thu, Jul 9, 2015 5:02 PM",PromotionJuly2015,137,76.60%,39.41%,105,43.40%,56.60%,2.90%,9.78%,3,0.00%,0,0.70%,1,Customer Rewards Program Member,
"Fri, Sep 23, 2016 11:15 AM",Discount1September2016,3824,19.80%,39.41%,680,61.20%,38.80%,3.70%,9.78%,25,10.20%,390,0.10%,3,Master,0.75
"Tue, Jul 18, 2017 6:03 AM",Discount3July2017,3876,21.20%,39.41%,723,53.70%,46.30%,3.60%,9.78%,26,12.10%,469,0.20%,7,Master,0.5
"Mon, Jul 21, 2014 9:53 AM",Discount6July2014,4375,27.60%,39.41%,984,0.00%,100.00%,3.50%,9.78%,34,18.50%,810,0.10%,3,Master,0.3
"Wed, Jun 17, 2015 2:19 PM",Discount1June2015,4410,29.00%,39.41%,1047,49.40%,50.60%,3.50%,9.78%,37,18.00%,796,0.10%,3,Master,0.3
"Thu, Jun 22, 2017 3:32 PM",Promotion2June2017,3826,23.70%,39.41%,794,51.20%,48.80%,16.80%,9.78%,133,12.30%,469,0.20%,7,Master,
"Thu, Jun 23, 2016 12:01 PM",Awareness1June2016,3944,25.00%,39.41%,894,60.20%,39.80%,3.60%,9.78%,32,9.20%,363,0.10%,3,Master,
"Thu, Jun 26, 2014 7:57 PM",Promotion4June2014,4034,36.10%,39.41%,1189,28.60%,71.40%,0.00%,9.78%,0,18.20%,736,0.10%,6,Master,
"Mon, Feb 8, 2016 11:59 AM",Discount1May2016,3892,19.60%,39.41%,700,57.20%,42.80%,3.40%,9.78%,24,8.20%,318,0.10%,1,Master,0.5
"Thu, Jun 4, 2015 5:08 PM",AwarenessJune2015,4405,26.60%,39.41%,958,29.40%,70.60%,2.30%,9.78%,22,18.40%,809,0.10%,2,Master,
"Thu, Apr 30, 2015 8:28 AM",Discount4April2015,34,85.30%,39.41%,29,50.00%,50.00%,3.40%,9.78%,1,0.00%,0,0.00%,0,Customer Rewards Program Member,0.3
"Thu, Jun 4, 2015 5:58 PM",PromotionJune2015,92,89.90%,39.41%,80,17.40%,82.60%,27.50%,9.78%,22,3.30%,3,0.00%,0,Customer Rewards Program Member,
"Wed, Jul 23, 2014 3:33 PM",Discount9July2014,4368,35.10%,39.41%,1251,12.50%,87.50%,3.40%,9.78%,43,18.40%,803,0.20%,8,Master,0.4
"Thu, Jun 5, 2014 7:12 PM",Promotion1June2014,94,56.40%,39.41%,53,0.00%,0.00%,0.00%,9.78%,0,0.00%,0,0.00%,0,Customer Rewards Program Member,
"Thu, Mar 12, 2015 10:50 AM",PromotionMarch2015,253,80.90%,39.41%,199,53.20%,46.80%,46.70%,9.78%,93,2.80%,7,0.00%,0,Customer Rewards Program Member,
"Thu, Mar 12, 2015 10:51 AM",AwarenessMarch2015,293,67.10%,39.41%,188,40.00%,60.00%,0.00%,9.78%,0,4.40%,13,0.00%,0,Target Demographic,
"Fri, Mar 28, 2014 3:01 PM",Discount3March2014,241,65.10%,39.41%,155,0.00%,100.00%,3.20%,9.78%,5,1.20%,3,0.00%,0,Customer Rewards Program Member,0.4
"Wed, Jul 20, 2016 3:37 PM",Discount1July2016,3944,19.20%,39.41%,685,55.40%,44.60%,3.20%,9.78%,22,9.40%,370,0.10%,2,Master,0.75
"Fri, Aug 4, 2017 8:35 AM",Discount1August2017,4061,22.90%,39.41%,822,59.90%,40.10%,3.00%,9.78%,25,11.80%,478,0.10%,1,Master,0.75
"Thu, Mar 29, 2018 5:12 PM",Promotion4March2018,3634,23.20%,39.41%,806,59.50%,40.50%,13.80%,9.78%,111,4.30%,156,0.10%,1,Master,
"Thu, May 1, 2014 10:21 AM",PromotionMay2014,4464,25.90%,39.41%,954,0.00%,100.00%,0.10%,9.78%,1,17.50%,782,0.10%,3,Master,
"Mon, Aug 15, 2016 8:00 AM",Discount1August2016,3951,22.00%,39.41%,785,38.10%,61.90%,2.90%,9.78%,23,9.50%,377,0.10%,3,Master,0.75
"Thu, May 1, 2014 9:51 AM",AwarenessMay2014,37,50.00%,39.41%,17,0.00%,0.00%,0.00%,9.78%,0,8.10%,3,0.00%,0,Customer Rewards Program Member,
"Thu, May 11, 2017 4:06 PM",Promotion1May2017,139,72.30%,39.41%,99,71.50%,28.50%,61.60%,9.78%,61,1.40%,2,0.00%,0,Customer Rewards Program Member,
"Thu, May 14, 2015 10:28 AM",Promotion1May2015,4360,25.00%,39.41%,889,36.10%,63.90%,3.30%,9.78%,29,18.30%,799,0.10%,2,Master,
"Sun, Jun 21, 2015 2:24 PM",Discount3June2015,4406,27.30%,39.41%,978,51.00%,49.00%,2.90%,9.78%,28,18.60%,819,0.10%,4,Master,0.4
"Sat, Jan 13, 2018 7:50 AM",Discount4January2018,3536,20.10%,39.41%,688,57.10%,42.90%,2.80%,9.78%,19,3.10%,109,0.10%,4,Master,0.5
"Wed, Mar 9, 2016 3:27 PM",Discount2March2016,3914,26.00%,39.41%,931,50.50%,49.50%,2.70%,9.78%,25,8.50%,332,0.10%,4,Master,0.4
"Thu, May 18, 2017 7:38 AM",Awareness1May2017,139,74.60%,39.41%,103,49.20%,50.80%,58.30%,9.78%,60,0.70%,1,0.00%,0,Customer Rewards Program Member,
"Fri, Apr 22, 2016 4:21 PM",Discount3April2016,3906,25.80%,39.41%,921,64.20%,35.80%,2.60%,9.78%,24,8.80%,343,0.10%,4,Master,0.4
"Thu, May 21, 2015 6:55 PM",Promotion2May2015,82,72.80%,39.41%,59,75.00%,25.00%,0.00%,9.78%,0,1.20%,1,0.00%,0,Customer Rewards Program Member,
"Thu, May 25, 2017 7:16 AM",Promotion3May2017,139,76.80%,39.41%,106,52.00%,48.00%,44.30%,9.78%,47,0.70%,1,0.00%,0,Customer Rewards Program Member,
"Wed, Nov 12, 2014 8:52 AM",DiscountNovember2014,4391,21.40%,39.41%,760,30.80%,69.20%,2.60%,9.78%,20,19.20%,843,0.20%,8,Master,0.5
"Thu, May 4, 2017 8:28 AM",PromotionMay2017,133,78.00%,39.41%,103,64.10%,35.90%,30.10%,9.78%,31,0.80%,1,0.00%,0,Customer Rewards Program Member,
"Thu, May 8, 2014 7:59 AM",Promotion2May2014,3594,32.30%,39.41%,944,0.00%,100.00%,0.00%,9.78%,0,18.80%,674,0.20%,6,Master,
"Mon, Jun 30, 2014 5:32 PM",Discount6June2014,99,81.80%,39.41%,81,0.00%,0.00%,2.50%,9.78%,2,0.00%,0,0.00%,0,Customer Rewards Program Member,0.4
"Thu, Nov 3, 2016 9:57 AM",AwarenessNovember2016,3808,29.80%,39.41%,1014,61.40%,38.60%,11.50%,9.78%,117,10.60%,404,0.10%,1,Master,
"Wed, Nov 2, 2016 5:30 AM",DiscountNovember2016,3835,17.80%,39.41%,610,61.50%,38.50%,2.50%,9.78%,15,10.80%,416,0.20%,8,Master,0.4
"Sat, Oct 11, 2014 5:19 PM",DiscountOctober2014,4397,30.70%,39.41%,1090,55.20%,44.80%,2.40%,9.78%,26,19.20%,845,0.10%,4,Master,0.4
"Mon, Feb 2, 2015 4:06 PM",DiscountFebruary2015,4399,27.60%,39.41%,973,40.00%,60.00%,2.30%,9.78%,22,19.80%,869,0.10%,2,Master,0.75
"Sat, May 10, 2014 11:34 AM",Discount4May2014,69,62.30%,39.41%,43,50.00%,50.00%,2.30%,9.78%,1,0.00%,0,0.00%,0,Customer Rewards Program Member,0.4
"Thu, Sep 15, 2016 6:04 PM",AwarenessSeptember2016,3830,22.90%,39.41%,788,63.40%,36.60%,2.20%,9.78%,17,10.20%,390,0.10%,5,Master,
"Thu, Apr 20, 2017 3:20 PM",Discount4April2017,59,72.90%,39.41%,43,69.80%,30.20%,2.30%,9.78%,1,0.00%,0,0.00%,0,Customer Rewards Program Member,0.4
"Thu, Sep 3, 2015 9:44 AM",DiscountSeptember2015,3901,25.20%,39.41%,917,43.70%,56.30%,2.20%,9.78%,20,6.50%,255,0.20%,6,Master,0.4
"Thu, Sep 28, 2017 6:55 PM",Promotion4September2017,169,47.60%,39.41%,79,62.70%,37.30%,0.00%,9.78%,0,1.80%,3,0.60%,1,Target Demographic,
"Tue, Jul 7, 2015 6:02 PM",DiscountJuly2015,4458,23.20%,39.41%,842,52.80%,47.20%,2.10%,9.78%,18,18.70%,835,0.10%,6,Master,0.75
"Thu, Sep 7, 2017 3:09 PM",AwarenessSeptember2017,100,71.40%,39.41%,70,56.80%,43.20%,0.00%,9.78%,0,2.00%,2,0.00%,0,Customer Rewards Program Member,
"Wed, Mar 9, 2016 4:13 PM",Discount1March2016,3906,23.60%,39.41%,842,60.40%,39.60%,2.10%,9.78%,18,8.50%,333,0.10%,3,Master,0.4
"Thu, May 14, 2015 6:44 PM",Discount1May2015,4357,28.90%,39.41%,1025,48.10%,51.90%,2.00%,9.78%,21,18.50%,805,0.00%,0,Master,0.5
"Tue, Apr 10, 2018 10:49 AM",Promotion1August2018,3587,17.90%,39.41%,616,47.50%,52.50%,9.10%,9.78%,56,3.80%,137,0.10%,4,Master,
"Tue, May 19, 2015 11:26 AM",Discount2May2015,78,64.90%,39.41%,50,100.00%,0.00%,2.00%,9.78%,1,1.30%,1,0.00%,0,Customer Rewards Program Member,0.5
"Mon, Apr 14, 2014 4:31 PM",Discount3April2014,4490,31.50%,39.41%,1168,28.60%,71.40%,1.90%,9.78%,22,17.40%,782,0.10%,6,Master,0.5
"Tue, Apr 15, 2014 3:57 PM",Awareness1April2014,3636,35.70%,39.41%,1059,0.00%,100.00%,1.40%,9.78%,15,18.40%,670,0.10%,4,Master,
"Tue, Apr 18, 2017 3:18 PM",Promotion3April2017,3857,24.70%,39.41%,841,50.90%,49.10%,15.50%,9.78%,130,11.70%,452,0.20%,7,Master,
"Wed, Apr 11, 2018 6:11 AM",Discount2September2018,3649,22.50%,39.41%,788,59.30%,40.70%,1.90%,9.78%,15,3.90%,143,0.10%,2,Master,0.75
"Tue, Apr 21, 2015 2:09 PM",Promotion2April2015,23,72.70%,39.41%,16,0.00%,100.00%,12.50%,9.78%,2,4.30%,1,0.00%,0,Customer Rewards Program Member,
"Tue, Apr 22, 2014 2:04 PM",Promotion2April2014,46,58.70%,39.41%,27,100.00%,0.00%,48.10%,9.78%,13,0.00%,0,0.00%,0,Customer Rewards Program Member,
"Mon, Mar 2, 2015 3:20 PM",DiscountMarch2015,4429,24.80%,39.41%,880,24.10%,75.90%,1.70%,9.78%,15,19.80%,877,0.10%,2,Master,0.5
"Thu, Aug 21, 2014 12:51 PM",Discount4August2014,4385,26.80%,39.41%,957,0.00%,100.00%,1.70%,9.78%,16,18.50%,811,0.20%,7,Master,0.5
"Thu, Jan 29, 2015 6:32 PM",Discount4January2015,4378,31.90%,39.41%,1116,9.40%,90.60%,1.70%,9.78%,19,20.10%,879,0.10%,1,Master,0.5
"Tue, Apr 25, 2017 10:29 AM",Awareness3April2017,3861,23.50%,39.41%,798,53.40%,46.60%,13.40%,9.78%,107,11.90%,460,0.00%,0,Master,
"Tue, Apr 26, 2016 1:03 PM",Awareness1April2016,3836,24.60%,39.41%,859,57.60%,42.40%,19.40%,9.78%,167,8.80%,339,0.10%,3,Master,
"Tue, Apr 28, 2015 12:38 PM",Awareness2April2015,313,64.60%,39.41%,197,10.50%,89.50%,0.00%,9.78%,0,2.60%,8,0.00%,0,Target Demographic,
"Tue, Apr 5, 2016 2:57 PM",DiscountApril2016,3915,26.50%,39.41%,946,57.30%,42.70%,1.70%,9.78%,16,8.70%,341,0.10%,5,Master,0.5
"Mon, Jun 29, 2015 5:14 PM",Discount4June2015,86,75.30%,39.41%,64,59.10%,40.90%,1.60%,9.78%,1,1.20%,1,0.00%,0,Customer Rewards Program Member,0.5
"Tue, Apr 7, 2015 3:58 PM",PromotionApril2015,4441,28.90%,39.41%,1046,28.30%,71.70%,2.00%,9.78%,21,18.60%,825,0.10%,2,Master,
"Tue, Apr 8, 2014 3:41 PM",AwarenessApril2014,3704,45.80%,39.41%,1380,22.20%,77.80%,9.20%,9.78%,127,18.70%,691,0.10%,3,Master,
"Wed, Mar 30, 2016 11:13 AM",Discount4March2016,3915,18.60%,39.41%,668,54.10%,45.90%,1.50%,9.78%,10,8.10%,318,0.10%,4,Master,0.5
"Mon, Oct 27, 2014 4:00 PM",Discount2October2014,4393,24.70%,39.41%,880,55.60%,44.40%,1.30%,9.78%,11,18.90%,831,0.10%,2,Master,0.75
"Tue, Aug 12, 2014 5:25 PM",Promotion1August2014,4372,32.50%,39.41%,1159,15.40%,84.60%,1.40%,9.78%,16,18.40%,806,0.10%,4,Master,
"Tue, Aug 15, 2017 6:00 AM",Promotion2August2017,3780,21.80%,39.41%,720,49.70%,50.30%,6.70%,9.78%,48,12.50%,472,0.10%,3,Master,
"Tue, Aug 23, 2016 10:47 AM",Promotion1August2016,193,77.00%,39.41%,147,56.10%,43.90%,10.90%,9.78%,16,1.00%,2,0.00%,0,Target Demographic,
"Tue, Aug 25, 2015 1:06 PM",Promotion2August2015,3898,25.60%,39.41%,932,51.10%,48.90%,0.00%,9.78%,0,6.50%,252,0.10%,3,Master,
"Tue, Aug 29, 2017 11:39 AM",Promotion4August2017,3979,25.20%,39.41%,779,55.00%,45.00%,3.70%,9.78%,29,22.20%,884,0.10%,4,Master,
"Mon, Sep 11, 2017 2:28 PM",Discount3September2017,168,48.20%,39.41%,79,47.30%,52.70%,1.30%,9.78%,1,2.40%,4,0.00%,0,Target Demographic,0.5
"Tue, Aug 4, 2015 3:44 PM",AwarenessAugust2015,192,74.50%,39.41%,143,47.60%,52.40%,18.90%,9.78%,27,0.00%,0,0.00%,0,Target Demographic,
"Tue, Dec 12, 2017 1:41 PM",Promotion1December2017,3538,17.00%,39.41%,587,51.70%,48.30%,1.70%,9.78%,10,2.30%,80,0.10%,3,Master,
"Tue, Feb 2, 2016 2:25 PM",PromotionMarch2016,3870,21.80%,39.41%,777,54.50%,45.50%,5.10%,9.78%,40,8.00%,308,0.10%,4,Master,
"Mon, Apr 18, 2016 3:22 PM",Discount1April2016,3908,26.30%,39.41%,945,56.70%,43.30%,1.10%,9.78%,10,8.20%,321,0.10%,4,Master,0.5
"Tue, Feb 21, 2017 8:16 PM",AwarenessFebruary2017,219,79.30%,39.41%,172,53.00%,47.00%,64.00%,9.78%,110,0.90%,2,0.00%,0,Customer Rewards Program Member,
"Tue, Feb 25, 2014 4:05 PM",AwarenessFebruary2014,236,78.80%,39.41%,182,0.00%,100.00%,47.80%,9.78%,87,2.10%,5,0.00%,0,Customer Rewards Program Member,
"Tue, Feb 27, 2018 12:14 AM",Promotion2February2018,225,67.10%,39.41%,149,57.00%,43.00%,20.10%,9.78%,30,1.30%,3,0.00%,0,Customer Rewards Program Member,
"Mon, Mar 24, 2014 11:41 AM",Discount2March2014,240,74.70%,39.41%,177,0.00%,100.00%,1.10%,9.78%,2,1.30%,3,0.00%,0,Customer Rewards Program Member,0.5
"Thu, Dec 1, 2016 1:12 PM",DiscountDecember2016,3806,26.60%,39.41%,904,55.90%,44.10%,1.10%,9.78%,10,10.70%,407,0.10%,4,Master,0.5
"Tue, Feb 9, 2016 10:18 AM",Promotion1June2016,231,70.90%,39.41%,163,51.50%,48.50%,1.80%,9.78%,3,0.40%,1,0.00%,0,Customer Rewards Program Member,
"Tue, Apr 19, 2016 1:49 PM",Discount2April2016,3908,24.80%,39.41%,887,56.80%,43.20%,1.10%,9.78%,10,8.60%,338,0.10%,5,Master,0.5
"Tue, Mar 22, 2016 3:26 PM",Discount3March2016,3918,24.90%,39.41%,891,52.60%,47.40%,1.10%,9.78%,10,8.50%,334,0.10%,2,Master,0.5
"Mon, May 29, 2017 7:14 AM",Discount5May2017,3833,22.50%,39.41%,762,58.00%,42.00%,1.00%,9.78%,8,11.80%,452,0.10%,2,Master,0.75
"Sat, Jan 7, 2017 4:11 AM",Discount1January2017,3832,23.90%,39.41%,817,58.30%,41.70%,1.00%,9.78%,8,10.90%,418,0.10%,5,Master,0.75
"Tue, Jan 24, 2017 5:30 AM",Awareness2January2017,3813,19.20%,39.41%,649,57.10%,42.90%,4.20%,9.78%,27,11.10%,425,0.20%,6,Master,
"Tue, Jul 15, 2014 4:50 PM",Discount3July2014,4390,27.20%,39.41%,976,0.00%,100.00%,1.00%,9.78%,10,18.30%,803,0.10%,6,Master,0.75
"Tue, Jan 6, 2015 5:00 PM",PromotionJanuary2015,4378,27.30%,39.41%,960,26.30%,73.70%,4.10%,9.78%,39,19.80%,865,0.10%,6,Master,
"Tue, Jan 6, 2015 5:06 PM",AwarenessJanuary2015,4378,29.00%,39.41%,1021,16.70%,83.30%,1.00%,9.78%,10,19.70%,861,0.10%,1,Master,
"Wed, Jul 29, 2015 10:13 AM",Discount4July2015,3870,29.10%,39.41%,1052,50.70%,49.30%,1.00%,9.78%,11,6.50%,250,0.10%,4,Master,0.75
"Tue, Jul 14, 2015 6:13 PM",AwarenessJuly2015,52,75.50%,39.41%,37,45.00%,55.00%,10.80%,9.78%,4,5.80%,3,0.00%,0,Customer Rewards Program Member,
"Tue, Jul 8, 2014 6:40 PM",DiscountJuly2014,138,79.60%,39.41%,109,0.00%,0.00%,0.90%,9.78%,1,0.70%,1,0.00%,0,Customer Rewards Program Member,0.5
"Wed, Dec 17, 2014 2:34 PM",DiscountDecember2014,4394,31.70%,39.41%,1117,15.60%,84.40%,0.90%,9.78%,10,19.80%,872,0.10%,5,Master,0.5
"Tue, Jul 18, 2017 8:00 PM",Awareness1July2017,100,67.30%,39.41%,66,52.60%,47.40%,50.00%,9.78%,33,2.00%,2,0.00%,0,Customer Rewards Program Member,
"Wed, Mar 18, 2015 11:07 AM",Discount2March2015,4440,27.50%,39.41%,978,13.80%,86.20%,0.80%,9.78%,8,19.80%,880,0.10%,2,Master,0.5
"Tue, Jul 22, 2014 1:03 PM",Promotion5July2014,402,47.90%,39.41%,182,0.00%,0.00%,0.00%,9.78%,0,5.50%,22,0.00%,0,Target Demographic,
"Mon, Jul 21, 2014 8:58 AM",Discount7July2014,4376,25.30%,39.41%,904,11.10%,88.90%,0.70%,9.78%,6,18.40%,806,0.10%,5,Master,0.5
"Tue, Jul 22, 2014 4:20 PM",Awareness4July2014,777,48.80%,39.41%,358,0.00%,100.00%,0.00%,9.78%,0,5.70%,44,0.40%,3,Target Demographic,
"Tue, Apr 1, 2014 3:16 PM",DiscountApril2014,4442,29.90%,39.41%,1100,22.20%,77.80%,0.70%,9.78%,8,17.20%,765,0.10%,3,Master,0.5
"Wed, Apr 15, 2015 9:45 AM",Discount3April2015,4385,28.10%,39.41%,1013,27.60%,72.40%,0.70%,9.78%,7,17.70%,777,0.10%,4,Master,0.5
"Wed, May 7, 2014 11:56 AM",Discount3May2014,243,60.50%,39.41%,144,100.00%,0.00%,0.70%,9.78%,1,2.10%,5,0.00%,0,Customer Rewards Program Member,0.5
"Fri, Nov 17, 2017 11:37 AM",Discount1November2017,3925,28.90%,39.41%,1106,51.20%,48.80%,0.60%,9.78%,7,2.30%,92,0.10%,5,Master,0.5
"Tue, Jul 8, 2014 7:04 PM",PromotionJuly2014,4398,27.40%,39.41%,986,40.00%,60.00%,1.90%,9.78%,19,18.30%,805,0.10%,6,Master,
"Tue, Jun 17, 2014 4:31 PM",Awareness2June2014,4423,28.90%,39.41%,1050,31.30%,68.80%,4.60%,9.78%,48,18.00%,796,0.10%,4,Master,
"Tue, Jun 20, 2017 11:24 PM",Awareness1June2017,181,70.80%,39.41%,126,59.30%,40.70%,38.90%,9.78%,49,1.70%,3,0.00%,0,Target Demographic,
"Tue, Jun 27, 2017 11:49 PM",Promotion3June2017,99,77.10%,39.41%,74,48.40%,51.60%,55.40%,9.78%,41,3.00%,3,0.00%,0,Customer Rewards Program Member,
"Tue, Jun 3, 2014 5:17 PM",AwarenessJune2014,93,72.00%,39.41%,67,0.00%,0.00%,1.50%,9.78%,1,0.00%,0,0.00%,0,Customer Rewards Program Member,
"Thu, May 1, 2014 10:52 AM",DiscountMay2014,4461,33.40%,39.41%,1229,9.10%,90.90%,0.60%,9.78%,7,17.60%,783,0.40%,18,Master,0.5
"Tue, Jul 21, 2015 4:46 PM",Discount2July2015,4453,33.00%,39.41%,1196,53.00%,47.00%,0.50%,9.78%,6,18.50%,826,0.20%,8,Master,0.5
"Tue, Mar 14, 2017 4:36 PM",PromotionMarch2017,228,70.40%,39.41%,159,58.90%,41.10%,9.40%,9.78%,15,0.90%,2,0.00%,0,Customer Rewards Program Member,
"Tue, Mar 18, 2014 1:33 PM",PromotionMarch2014,241,76.10%,39.41%,181,0.00%,100.00%,6.60%,9.78%,12,1.20%,3,0.00%,0,Customer Rewards Program Member,
"Fri, Jun 6, 2014 4:34 PM",Discount3June2014,4425,30.70%,39.41%,1115,22.20%,77.80%,0.40%,9.78%,4,18.00%,796,0.30%,13,Master,0.5
"Thu, May 15, 2014 9:47 AM",Discount4May2014,4461,29.80%,39.41%,1091,18.20%,81.80%,0.40%,9.78%,4,17.80%,794,0.10%,5,Master,0.5
"Wed, Apr 15, 2015 9:46 AM",Discount2April2015,4371,30.30%,39.41%,1074,28.90%,71.10%,0.30%,9.78%,3,19.00%,829,0.10%,4,Master,0.5
"Tue, May 19, 2015 3:26 PM",Awareness1May2015,4365,30.50%,39.41%,1087,37.00%,63.00%,5.20%,9.78%,57,18.40%,803,0.10%,1,Master,
